index,BankFullFlow,bankErosionCoeff,BankHeight_M,bankMgtFactor,eventMeanConcentration,HillSlopeFinePerc,HillslopeFineSDR,Load_Conversion_Factor,RiparianVegPercent,sedBulkDensity,SoilErodibility,SoilPercentFine,USLE_HSDR_Fine,A3,RainThreshold,Beta,LinkLength_M,Link_Slope,LongTermAvDailyFlow,Gully_Management_Practice_Factor,Gully_SDR_Fine,maxRiparianVegEffectiveness
248,1.0773,1.3711,0.8934,0.9398,0.8953,0.9605,1.2617,0.9051,0.9633,0.973,0.8023,1.0086,0.8723,0.9047,0.8953,0.8578,1.0028,1.0301,1.0211,0.9258,0.9191,1.0066
249,1.2273,0.6211,1.1184,1.0898,0.9953,0.9855,0.5117,0.9301,0.9133,0.998,0.8523,1.0586,1.0973,1.0047,0.9953,1.1578,1.0003,0.9551,1.0711,1.0758,0.9941,1.0316
250,0.9273,1.1211,0.9684,0.9898,1.1953,1.0355,1.0117,0.9801,1.0133,1.048,0.9523,0.9586,0.9473,0.8047,1.1953,0.9578,0.9953,1.0051,0.9711,0.9758,0.9441,0.9816
251,0.8523,0.7461,0.8559,0.9648,1.1453,1.023,0.6367,0.9426,0.9383,0.9605,0.8773,0.9836,1.1348,0.9547,1.1453,0.9078,0.9965,1.0176,1.0961,1.0008,0.9566,0.9691
252,1.1523,1.2461,1.0059,1.0648,0.9453,0.973,1.1367,0.9926,1.0383,1.0105,0.9773,1.0836,0.9848,1.1547,0.9453,1.1078,1.0015,0.9676,0.9961,0.9008,0.9066,1.0191
253,1.0023,0.9961,0.9309,0.9148,0.8453,0.998,0.8867,0.9676,1.0883,1.0355,0.9273,1.0336,1.0598,0.8547,0.8453,0.8078,1.004,1.0426,0.9461,1.0508,0.9816,1.0441
254,0.7023,1.4961,1.0809,1.0148,1.0453,1.048,1.3867,0.9176,0.9883,0.9855,0.8273,0.9336,0.9098,1.0547,1.0453,1.0078,0.999,0.9926,1.0461,0.9508,0.9316,0.9941
255,0.7035,0.998,1.0533,0.959,1.1117,0.9607,0.8652,0.9357,0.9574,0.9908,0.891,1.0996,0.9209,0.9289,1.0055,0.8508,1.0041,0.9674,0.9723,0.9754,0.9971,1.0225
256,1.0035,1.498,0.9033,1.059,0.9117,1.0107,1.3652,0.9857,1.0574,1.0408,0.991,0.9996,1.0709,1.1289,0.8055,1.0508,0.9991,1.0174,1.0723,1.0754,0.9471,0.9725
257,1.1535,0.748,1.1283,0.909,0.8117,1.0357,0.6152,0.9607,1.0074,1.0158,0.941,0.9496,0.9959,0.8289,0.9055,0.9508,0.9966,0.9924,1.0223,0.9254,0.9721,0.9975
258,0.8535,1.248,0.9783,1.009,1.0117,0.9857,1.1152,0.9107,0.9074,0.9658,0.841,1.0496,1.1459,1.0289,1.1055,1.1508,1.0016,1.0424,0.9223,1.0254,0.9221,1.0475
259,0.9285,0.623,0.8658,1.034,1.0617,0.9732,0.7402,0.9732,1.0324,1.0283,0.916,1.0246,0.9584,1.1789,1.1555,1.1008,1.0003,1.0299,1.0473,0.9504,0.9846,1.01
260,1.2285,1.123,1.0158,0.934,0.8617,1.0232,1.2402,0.9232,0.9324,0.9783,0.816,0.9246,1.1084,0.9789,0.9555,0.9008,0.9953,0.9799,0.9473,1.0504,0.9346,0.96
261,1.0785,0.873,0.9408,1.084,0.9617,1.0482,0.9902,0.9482,0.9824,0.9533,0.866,0.9746,0.8834,1.0789,0.8555,1.0008,0.9978,1.0049,0.9973,0.9004,0.9596,0.985
262,0.7785,1.373,1.0908,0.984,1.1617,0.9982,1.4902,0.9982,1.0824,1.0033,0.966,1.0746,1.0334,0.8789,1.0555,0.8008,1.0028,0.9549,1.0973,1.0004,0.9096,1.035
263,0.816,0.6855,0.9596,0.9465,0.9367,0.9795,0.6777,0.967,1.0449,0.9721,0.9535,1.0871,1.0896,1.0539,0.9305,1.1258,0.9972,1.0486,1.0348,0.9379,0.9783,0.9537
264,1.116,1.1855,1.1096,1.0465,1.1367,1.0295,1.1777,0.917,0.9449,1.0221,0.8535,0.9871,0.9396,0.8539,1.1305,0.9258,1.0022,0.9986,0.9348,1.0379,0.9283,1.0037
265,1.266,0.9355,0.8846,0.9965,1.0367,1.0045,0.9277,0.942,0.9949,1.0471,0.8035,0.9371,1.0146,1.1539,1.0305,1.0258,1.0047,1.0236,0.9848,0.9879,0.9533,1.0287
266,0.966,1.4355,1.0346,1.0965,0.8367,0.9545,1.4277,0.992,1.0949,0.9971,0.9035,1.0371,0.8646,0.9539,0.8305,0.8258,0.9997,0.9736,1.0848,1.0879,0.9033,0.9787
267,0.891,0.8105,1.1471,1.0715,0.8867,0.992,0.8027,0.9295,0.9699,1.0096,0.8285,1.0121,1.0521,0.8039,0.8805,0.8758,0.9985,0.9611,0.9598,0.9129,0.9908,0.9662
268,1.191,1.3105,0.9971,0.9715,1.0867,1.042,1.3027,0.9795,1.0699,0.9596,0.9285,0.9121,0.9021,1.0039,1.0805,1.0758,1.0035,1.0111,1.0598,1.0129,0.9408,1.0162
269,1.041,0.5605,1.0721,1.0215,1.1867,1.017,0.5527,0.9545,1.0199,0.9846,0.9785,0.9621,1.1271,0.9039,1.1805,0.9758,1.001,0.9861,1.0098,0.9629,0.9658,1.0412
270,0.741,1.0605,0.9221,0.9215,0.9867,0.967,1.0527,0.9045,0.9199,1.0346,0.8785,1.0621,0.9771,1.1039,0.9805,1.1758,0.996,1.0361,0.9098,1.0629,0.9158,0.9912
271,0.7598,0.5293,1.1002,1.0777,1.0242,1.0389,1.334,0.9514,0.9387,0.9752,0.8848,1.0184,1.024,1.1914,1.143,0.8633,0.9963,1.0205,1.016,0.9816,0.9252,0.9818
272,1.0598,1.0293,0.9502,0.9777,0.8242,0.9889,0.834,0.9014,1.0387,1.0252,0.9848,0.9184,0.874,0.9914,0.943,1.0633,1.0013,0.9705,0.916,1.0816,0.9752,1.0318
273,1.2098,0.7793,1.0252,1.0277,0.9242,0.9639,1.084,0.9264,1.0887,1.0002,0.9348,0.9684,1.099,1.0914,0.843,0.9633,1.0038,1.0455,0.966,0.9316,0.9002,1.0068
274,0.9098,1.2793,0.8752,0.9277,1.1242,1.0139,0.584,0.9764,0.9887,0.9502,0.8348,1.0684,0.949,0.8914,1.043,1.1633,0.9988,0.9955,1.066,1.0316,0.9502,0.9568
275,0.9848,0.9043,0.9877,0.9027,1.1742,1.0264,1.209,0.9389,1.0637,1.0377,0.9098,1.0934,1.1365,0.9414,1.093,1.1133,0.9975,0.983,0.991,0.9566,0.9377,0.9943
276,1.2848,1.4043,1.1377,1.0027,0.9742,0.9764,0.709,0.9889,0.9637,0.9877,0.8098,0.9934,0.9865,1.1414,0.893,0.9133,1.0025,1.033,1.091,1.0566,0.9877,1.0443
277,1.1348,0.6543,0.9127,0.9527,0.8742,0.9514,1.459,0.9639,0.9137,0.9627,0.8598,0.9434,1.0615,0.8414,0.993,1.0133,1.0,0.958,1.041,0.9066,0.9127,1.0193
278,0.8348,1.1543,1.0627,1.0527,1.0742,1.0014,0.959,0.9139,1.0137,1.0127,0.9598,1.0434,0.9115,1.0414,1.193,0.8133,0.995,1.008,0.941,1.0066,0.9627,0.9693
279,0.7973,0.8418,0.8939,1.0152,0.8492,1.0201,1.1465,0.9451,1.0512,0.9564,0.9723,1.0059,0.9678,0.8164,0.818,1.1383,1.0044,0.9893,0.9785,0.9441,0.9439,1.0381
280,1.0973,1.3418,1.0439,0.9152,1.0492,0.9701,0.6465,0.9951,0.9512,1.0064,0.8723,0.9059,1.1178,1.0164,1.018,0.9383,0.9994,1.0393,1.0785,1.0441,0.9939,0.9881
281,1.2473,0.5918,0.9689,1.0652,1.1492,0.9951,1.3965,0.9701,0.9012,1.0314,0.8223,0.9559,0.8928,0.9164,1.118,1.0383,0.9969,0.9643,1.0285,0.9941,0.9189,0.9631
282,0.9473,1.0918,1.1189,0.9652,0.9492,1.0451,0.8965,0.9201,1.0012,0.9814,0.9223,1.0559,1.0428,1.1164,0.918,0.8383,1.0019,1.0143,0.9285,1.0941,0.9689,1.0131
283,0.8723,0.7168,1.0064,0.9902,0.9992,1.0076,1.2715,0.9576,0.9262,1.0189,0.8473,1.0809,0.8553,1.0664,0.968,0.8883,1.0006,1.0018,1.0035,0.9191,0.9314,1.0256
284,1.1723,1.2168,0.8564,1.0902,1.1992,0.9576,0.7715,0.9076,1.0262,0.9689,0.9473,0.9809,1.0053,0.8664,1.168,1.0883,0.9956,0.9518,0.9035,1.0191,0.9814,0.9756
285,1.0223,0.9668,1.0814,0.9402,1.0992,0.9826,1.0215,0.9326,1.0762,0.9939,0.9973,0.9309,0.9303,1.1664,1.068,0.9883,0.9981,1.0268,0.9535,0.9691,0.9064,0.9506
286,0.7223,1.4668,0.9314,1.0402,0.8992,1.0326,0.5215,0.9826,0.9762,1.0439,0.8973,1.0309,1.0803,0.9664,0.868,1.1883,1.0031,0.9768,1.0535,1.0691,0.9564,1.0006
287,0.7316,0.7324,0.8799,1.0559,1.1555,1.0467,1.0684,0.9967,1.0418,0.9893,0.8129,0.909,0.935,1.0727,0.9992,0.8945,1.0027,0.9627,0.9379,1.0785,0.9674,0.9553
288,1.0316,1.2324,1.0299,0.9559,0.9555,0.9967,0.5684,0.9467,0.9418,1.0393,0.9129,1.009,1.085,0.8727,1.1992,1.0945,0.9977,1.0127,1.0379,0.9785,0.9174,1.0053
289,1.1816,0.9824,0.9549,1.0059,0.8555,0.9717,1.3184,0.9217,0.9918,1.0143,0.9629,1.059,0.86,1.1727,1.0992,0.9945,0.9952,0.9877,1.0879,1.0285,0.9924,1.0303
290,0.8816,1.4824,1.1049,0.9059,1.0555,1.0217,0.8184,0.9717,1.0918,0.9643,0.8629,0.959,1.01,0.9727,0.8992,1.1945,1.0002,1.0377,0.9879,0.9285,0.9424,0.9803
291,0.9566,0.8574,1.0674,0.9309,1.0055,1.0342,1.4434,0.9092,0.9668,1.0268,0.9879,0.984,0.8975,0.8227,0.8492,1.1445,1.0014,1.0252,1.0629,1.0535,0.9549,0.9678
292,1.2566,1.3574,0.9174,1.0309,0.8055,0.9842,0.9434,0.9592,1.0668,0.9768,0.8879,1.084,1.0475,1.0227,1.0492,0.9445,0.9964,0.9752,0.9629,0.9535,0.9049,1.0178
293,1.1066,0.6074,1.1424,0.9809,0.9055,0.9592,1.1934,0.9842,1.0168,0.9518,0.8379,1.034,0.9725,0.9227,1.1492,1.0445,0.9989,1.0002,0.9129,1.0035,0.9799,1.0428
294,0.8066,1.1074,0.9924,1.0809,1.1055,1.0092,0.6934,0.9342,0.9168,1.0018,0.9379,0.934,1.1225,1.1227,0.9492,0.8445,1.0039,0.9502,1.0129,0.9035,0.9299,0.9928
295,0.8441,0.9199,1.1236,1.0434,0.9805,1.0154,1.3809,0.9029,0.9543,0.9705,0.9254,0.9215,1.0662,0.9477,1.0742,1.1195,0.9958,1.0439,1.0504,1.041,0.9611,1.024
296,1.1441,1.4199,0.9736,0.9434,1.1805,0.9654,0.8809,0.9529,1.0543,1.0205,0.8254,1.0215,0.9162,1.1477,0.8742,0.9195,1.0008,0.9939,0.9504,0.941,0.9111,0.974
297,1.2941,0.6699,1.0486,1.0934,1.0805,0.9904,1.1309,0.9779,1.0043,1.0455,0.8754,1.0715,1.1412,0.8477,0.9742,1.0195,1.0033,1.0189,0.9004,1.091,0.9861,0.999
298,0.9941,1.1699,0.8986,0.9934,0.8805,1.0404,0.6309,0.9279,0.9043,0.9955,0.9754,0.9715,0.9912,1.0477,1.1742,0.8195,0.9983,0.9689,1.0004,0.991,0.9361,1.049
299,0.9191,0.5449,0.9361,0.9684,0.8305,1.0029,1.0059,0.9904,1.0293,1.008,0.8504,0.9965,1.1037,1.1977,1.1242,0.8695,0.9996,0.9564,0.9254,1.016,0.9736,1.0115
300,1.2191,1.0449,1.0861,1.0684,1.0305,0.9529,0.5059,0.9404,0.9293,0.958,0.9504,1.0965,0.9537,0.9977,0.9242,1.0695,1.0046,1.0064,1.0254,0.916,0.9236,0.9615
301,1.0691,0.7949,0.8611,0.9184,1.1305,0.9779,1.2559,0.9154,0.9793,0.983,0.9004,1.0465,1.0287,1.0977,0.8242,0.9695,1.0021,0.9814,1.0754,1.066,0.9986,0.9865
302,0.7691,1.2949,1.0111,1.0184,0.9305,1.0279,0.7559,0.9654,1.0793,1.033,0.8004,0.9465,0.8787,0.8977,1.0242,1.1695,0.9971,1.0314,0.9754,0.966,0.9486,1.0365
303,0.7504,0.7637,0.9643,0.9871,1.068,0.9561,0.5996,0.9186,1.0605,0.9799,0.8066,0.9777,1.1131,0.8102,0.8617,0.882,0.9955,1.0221,1.0941,1.0848,0.908,1.0396
304,1.0504,1.2637,1.1143,1.0871,0.868,1.0061,1.0996,0.9686,0.9605,1.0299,0.9066,1.0777,0.9631,1.0102,1.0617,1.082,1.0005,0.9721,0.9941,0.9848,0.958,0.9896
305,1.2004,0.5137,0.8893,0.9371,0.968,1.0311,0.8496,0.9936,0.9105,1.0049,0.9566,1.0277,1.0381,0.9102,1.1617,0.982,1.003,1.0471,0.9441,1.0348,0.933,0.9646
306,0.9004,1.0137,1.0393,1.0371,1.168,0.9811,1.3496,0.9436,1.0105,0.9549,0.8566,0.9277,0.8881,1.1102,0.9617,1.182,0.998,0.9971,1.0441,0.9348,0.983,1.0146
307,0.9754,0.6387,1.0768,1.0121,1.118,0.9686,0.9746,0.9811,0.9355,1.0424,0.9816,0.9027,1.0006,1.0602,0.9117,1.132,0.9992,0.9846,0.9191,1.0598,0.9205,1.0271
308,1.2754,1.1387,0.9268,0.9121,0.918,1.0186,1.4746,0.9311,1.0355,0.9924,0.8816,1.0027,0.8506,0.8602,1.1117,0.932,1.0042,1.0346,1.0191,0.9598,0.9705,0.9771
309,1.1254,0.8887,1.0018,1.0621,0.818,1.0436,0.7246,0.9061,1.0855,0.9674,0.8316,1.0527,1.0756,1.1602,1.0117,1.032,1.0017,0.9596,1.0691,1.0098,0.9455,0.9521
310,0.8254,1.3887,0.8518,0.9621,1.018,0.9936,1.2246,0.9561,0.9855,1.0174,0.9316,0.9527,0.9256,0.9602,0.8117,0.832,0.9967,1.0096,0.9691,0.9098,0.9955,1.0021
311,0.7879,0.5762,1.0205,0.9246,0.893,0.9873,0.9121,0.9873,0.948,0.9611,0.9441,0.9902,0.8693,1.1852,1.1867,1.107,1.0036,0.9908,0.9066,1.0473,0.9143,0.9834
312,1.0879,1.0762,0.8705,1.0246,1.093,1.0373,1.4121,0.9373,1.048,1.0111,0.8441,1.0902,1.0193,0.9852,0.9867,0.907,0.9986,1.0408,1.0066,0.9473,0.9643,1.0334
313,1.2379,0.8262,1.0955,0.9746,1.193,1.0123,0.6621,0.9123,1.098,1.0361,0.8941,1.0402,0.9443,1.0852,0.8867,1.007,0.9961,0.9658,1.0566,1.0973,0.9393,1.0084
314,0.9379,1.3262,0.9455,1.0746,0.993,0.9623,1.1621,0.9623,0.998,0.9861,0.9941,0.9402,1.0943,0.8852,1.0867,0.807,1.0011,1.0158,0.9566,0.9973,0.9893,0.9584
315,0.8629,0.9512,0.908,1.0996,0.943,0.9998,0.5371,0.9248,1.073,1.0236,0.8691,0.9152,0.9818,0.9352,1.0367,0.857,1.0024,1.0033,1.0816,1.0223,0.9018,0.9959
316,1.1629,1.4512,1.058,0.9996,1.143,1.0498,1.0371,0.9748,0.973,0.9736,0.9691,1.0152,1.1318,1.1352,0.8367,1.057,0.9974,0.9533,0.9816,0.9223,0.9518,1.0459
317,1.0129,0.7012,0.983,1.0496,1.043,1.0248,0.7871,0.9998,0.923,0.9986,0.9191,1.0652,0.9068,0.8352,0.9367,0.957,0.9999,1.0283,0.9316,1.0723,0.9268,1.0209
318,0.7129,1.2012,1.133,0.9496,0.843,0.9748,1.2871,0.9498,1.023,1.0486,0.8191,0.9652,1.0568,1.0352,1.1367,1.157,1.0049,0.9783,1.0316,0.9723,0.9768,0.9709
319,0.7176,0.5996,0.9994,1.023,0.9523,0.9912,1.4668,0.9428,1.0934,0.9963,0.9051,1.0543,0.9467,1.132,0.9211,1.0539,0.9954,0.9994,0.9051,1.0145,0.9307,0.9795
320,1.0176,1.0996,1.1494,0.923,1.1523,1.0412,0.9668,0.9928,0.9934,1.0463,0.8051,0.9543,1.0967,0.932,1.1211,0.8539,1.0004,1.0494,1.0051,0.9145,0.9807,1.0295
321,1.1676,0.8496,0.9244,1.073,1.0523,1.0162,1.2168,0.9678,0.9434,1.0213,0.8551,0.9043,0.8717,1.032,1.0211,1.1539,1.0029,0.9744,1.0551,1.0645,0.9057,1.0045
322,0.8676,1.3496,1.0744,0.973,0.8523,0.9662,0.7168,0.9178,1.0434,0.9713,0.9551,1.0043,1.0217,0.832,0.8211,0.9539,0.9979,1.0244,0.9551,0.9645,0.9557,0.9545
323,0.9426,0.9746,1.1119,0.998,0.8023,0.9787,1.0918,0.9553,0.9184,1.0338,0.8801,1.0293,0.9092,0.982,0.8711,0.9039,0.9992,1.0119,1.0801,1.0395,0.9432,0.992
324,1.2426,1.4746,0.9619,1.098,1.0023,1.0287,0.5918,0.9053,1.0184,0.9838,0.9801,0.9293,1.0592,1.182,1.0711,1.1039,1.0042,0.9619,0.9801,0.9395,0.9932,1.042
325,1.0926,0.7246,1.0369,0.948,1.1023,1.0037,1.3418,0.9303,1.0684,0.9588,0.9301,0.9793,0.9842,0.882,1.1711,0.8039,1.0017,1.0369,0.9301,1.0895,0.9182,1.017
326,0.7926,1.2246,0.8869,1.048,0.9023,0.9537,0.8418,0.9803,0.9684,1.0088,0.8301,1.0793,1.1342,1.082,0.9711,1.0039,0.9967,0.9869,1.0301,0.9895,0.9682,0.967
327,0.8301,0.7871,1.0182,1.0855,1.1773,0.9725,1.0293,0.9615,0.9059,0.965,0.8426,1.0668,1.0404,0.857,1.0461,0.9289,1.0035,1.0182,1.0926,1.052,0.9494,1.0482
328,1.1301,1.2871,0.8682,0.9855,0.9773,1.0225,0.5293,0.9115,1.0059,1.015,0.9426,0.9668,0.8904,1.057,0.8461,1.1289,0.9985,0.9682,0.9926,0.952,0.9994,0.9982
329,1.2801,0.5371,1.0932,1.0355,0.8773,1.0475,1.2793,0.9365,1.0559,1.04,0.9926,0.9168,1.1154,0.957,0.9461,0.8289,0.996,1.0432,0.9426,1.002,0.9244,0.9732
330,0.9801,1.0371,0.9432,0.9355,1.0773,0.9975,0.7793,0.9865,0.9559,0.99,0.8926,1.0168,0.9654,1.157,1.1461,1.0289,1.001,0.9932,1.0426,0.902,0.9744,1.0232
331,0.9051,0.6621,0.9057,0.9105,1.0273,0.96,1.4043,0.949,1.0809,1.0025,0.9676,1.0418,1.0779,1.007,1.1961,1.0789,1.0023,0.9807,0.9176,1.077,0.9369,1.0357
332,1.2051,1.1621,1.0557,1.0105,0.8273,1.01,0.9043,0.999,0.9809,0.9525,0.8676,0.9418,0.9279,0.807,0.9961,0.8789,0.9973,1.0307,1.0176,0.977,0.9869,0.9857
333,1.0551,0.9121,0.9807,0.9605,0.9273,1.035,1.1543,0.974,0.9309,0.9775,0.8176,0.9918,1.0029,1.107,0.8961,1.1789,0.9998,0.9557,1.0676,1.027,0.9119,0.9607
334,0.7551,1.4121,1.1307,1.0605,1.1273,0.985,0.6543,0.924,1.0309,1.0275,0.9176,1.0918,0.8529,0.907,1.0961,0.9789,1.0048,1.0057,0.9676,0.927,0.9619,1.0107
335,0.7738,0.8809,0.8588,0.9418,0.8648,1.0068,0.998,0.9709,1.0121,0.9869,0.9238,1.0355,1.1436,0.9945,0.8336,1.0664,1.0026,1.04,1.0613,1.0207,0.9963,1.0139
336,1.0738,1.3809,1.0088,1.0418,1.0648,0.9568,1.498,0.9209,0.9121,1.0369,0.8238,0.9355,0.9936,1.1945,1.0336,0.8664,0.9976,0.99,0.9613,0.9207,0.9463,0.9639
337,1.2238,0.6309,0.9338,0.9918,1.1648,0.9818,0.748,0.9459,0.9621,1.0119,0.8738,0.9855,1.0686,0.8945,1.1336,1.1664,0.9951,1.015,0.9113,1.0707,0.9713,0.9889
338,0.9238,1.1309,1.0838,1.0918,0.9648,1.0318,1.248,0.9959,1.0621,0.9619,0.9738,1.0855,0.9186,1.0945,0.9336,0.9664,1.0001,0.965,1.0113,0.9707,0.9213,1.0389
339,0.9988,0.5059,1.0463,1.0668,0.9148,1.0193,0.623,0.9334,0.9871,1.0494,0.8988,1.0605,1.0311,1.1445,0.9836,0.9164,1.0013,0.9525,0.9363,1.0457,0.9838,1.0014
340,1.2988,1.0059,0.8963,0.9668,1.1148,0.9693,1.123,0.9834,1.0871,0.9994,0.9988,0.9605,0.8811,0.9445,1.1836,1.1164,0.9963,1.0025,1.0363,0.9457,0.9338,0.9514
341,1.1488,0.7559,1.1213,1.0168,1.0148,0.9943,0.873,0.9584,1.0371,0.9744,0.9488,0.9105,1.1061,1.0445,1.0836,0.8164,0.9988,0.9775,1.0863,1.0957,0.9588,0.9764
342,0.8488,1.2559,0.9713,0.9168,0.8148,1.0443,1.373,0.9084,0.9371,1.0244,0.8488,1.0105,0.9561,0.8445,0.8836,1.0164,1.0038,1.0275,0.9863,0.9957,0.9088,1.0264
343,0.8113,0.6934,1.14,0.9543,1.0898,1.0256,0.5605,0.9271,0.9996,0.9557,0.8363,1.048,0.8623,1.0195,1.1086,0.9414,0.9957,0.9713,0.9488,1.0582,0.9775,0.9576
344,1.1113,1.1934,0.99,1.0543,0.8898,0.9756,1.0605,0.9771,1.0996,1.0057,0.9363,0.948,1.0123,0.8195,0.9086,1.1414,1.0007,1.0213,1.0488,0.9582,0.9275,1.0076
345,1.2613,0.9434,1.065,0.9043,0.9898,0.9506,0.8105,0.9521,1.0496,1.0307,0.9863,0.998,0.9373,1.1195,0.8086,0.8414,1.0032,0.9963,1.0988,1.0082,0.9525,1.0326
346,0.9613,1.4434,0.915,1.0043,1.1898,1.0006,1.3105,0.9021,0.9496,0.9807,0.8863,1.098,1.0873,0.9195,1.0086,1.0414,0.9982,1.0463,0.9988,0.9082,0.9025,0.9826
347,0.8863,0.8184,0.9525,1.0293,1.1398,1.0381,0.9355,0.9646,1.0246,1.0182,0.9613,1.073,0.9748,0.8695,1.0586,1.0914,0.9995,1.0338,1.0738,1.0832,0.99,0.9701
348,1.1863,1.3184,1.1025,0.9293,0.9398,0.9881,1.4355,0.9146,0.9246,0.9682,0.8613,0.973,1.1248,1.0695,0.8586,0.8914,1.0045,0.9838,0.9738,0.9832,0.94,1.0201
349,1.0363,0.5684,0.8775,1.0793,0.8398,0.9631,0.6855,0.9396,0.9746,0.9932,0.8113,0.923,0.8998,0.9695,0.9586,1.1914,1.002,1.0088,0.9238,1.0332,0.965,1.0451
350,0.7363,1.0684,1.0275,0.9793,1.0398,1.0131,1.1855,0.9896,1.0746,1.0432,0.9113,1.023,1.0498,1.1695,1.1586,0.9914,0.997,0.9588,1.0238,0.9332,0.915,0.9951
351,0.727,0.8652,1.0885,0.9137,0.9086,1.0021,0.7324,0.9756,0.909,0.9979,0.977,0.9387,0.8951,0.8633,1.0773,1.0977,0.9965,0.9947,0.9832,0.9176,0.9104,1.0498
352,1.027,1.3652,0.9385,1.0137,1.1086,0.9521,1.2324,0.9256,1.009,1.0479,0.877,1.0387,1.0451,1.0633,0.8773,0.8977,1.0015,1.0447,1.0832,1.0176,0.9604,0.9998
353,1.177,0.6152,1.0135,0.9637,1.0086,0.9771,0.9824,0.9006,1.059,1.0229,0.827,1.0887,0.9701,0.9633,0.9773,1.1977,1.004,0.9697,1.0332,0.9676,0.9354,0.9748
354,0.877,1.1152,0.8635,1.0637,0.8086,1.0271,1.4824,0.9506,0.959,0.9729,0.927,0.9887,1.1201,1.1633,1.1773,0.9977,0.999,1.0197,0.9332,1.0676,0.9854,1.0248
355,0.952,0.7402,0.976,1.0887,0.8586,1.0146,0.8574,0.9131,1.084,1.0354,0.802,0.9637,0.9326,1.0133,1.1273,0.9477,0.9978,1.0072,1.0082,0.9426,0.9229,1.0373
356,1.252,1.2402,1.126,0.9887,1.0586,0.9646,1.3574,0.9631,0.984,0.9854,0.902,1.0637,1.0826,0.8133,0.9273,1.1477,1.0028,0.9572,0.9082,1.0426,0.9729,0.9873
357,1.102,0.9902,0.901,1.0387,1.1586,0.9896,0.6074,0.9881,0.934,0.9604,0.952,1.0137,0.8576,1.1133,0.8273,0.8477,1.0003,1.0322,0.9582,0.9926,0.9479,0.9623
358,0.802,1.4902,1.051,0.9387,0.9586,1.0396,1.1074,0.9381,1.034,1.0104,0.852,0.9137,1.0076,0.9133,1.0273,1.0477,0.9953,0.9822,1.0582,1.0926,0.9979,1.0123
359,0.8395,0.5527,0.9197,0.9762,1.1336,1.0334,0.7949,0.9193,1.0965,0.9666,0.8645,0.9262,1.1014,1.1383,0.9523,0.9227,1.0046,1.0135,1.0207,0.9551,0.9166,0.9811
360,1.1395,1.0527,1.0697,1.0762,0.9336,0.9834,1.2949,0.9693,0.9965,1.0166,0.9645,1.0262,0.9514,0.9383,1.1523,1.1227,0.9996,0.9635,0.9207,1.0551,0.9666,1.0311
361,1.2895,0.8027,0.9947,0.9262,0.8336,0.9584,0.5449,0.9943,0.9465,1.0416,0.9145,1.0762,1.0264,1.0383,1.0523,0.8227,0.9971,1.0385,0.9707,0.9051,0.9416,1.0061
362,0.9895,1.3027,1.1447,1.0262,1.0336,1.0084,1.0449,0.9443,1.0465,0.9916,0.8145,0.9762,0.8764,0.8383,0.8523,1.0227,1.0021,0.9885,1.0707,1.0051,0.9916,0.9561
363,0.9145,0.9277,1.0322,1.0012,1.0836,1.0459,0.6699,0.9818,0.9215,1.0041,0.9395,0.9512,1.0639,0.9883,0.8023,1.0727,1.0009,0.976,0.9957,0.9801,0.9041,0.9936
364,1.2145,1.4277,0.8822,0.9012,0.8836,0.9959,1.1699,0.9318,1.0215,0.9541,0.8395,1.0512,0.9139,1.1883,1.0023,0.8727,0.9959,1.026,1.0957,1.0801,0.9541,1.0436
365,1.0645,0.6777,1.1072,1.0512,0.9836,0.9709,0.9199,0.9068,1.0715,0.9791,0.8895,1.0012,1.1389,0.8883,1.1023,1.1727,0.9984,0.951,1.0457,0.9301,0.9291,1.0186
366,0.7645,1.1777,0.9572,0.9512,1.1836,1.0209,1.4199,0.9568,0.9715,1.0291,0.9895,0.9012,0.9889,1.0883,0.9023,0.9727,1.0034,1.001,0.9457,1.0301,0.9791,0.9686
367,0.7457,0.6465,1.0604,1.0449,0.8211,0.999,1.2012,0.91,0.9902,0.9822,0.9957,0.9699,1.017,1.0008,1.1648,1.0852,1.0043,1.0416,1.027,0.9238,0.9635,0.9592
368,1.0457,1.1465,0.9104,0.9449,1.0211,1.049,0.7012,0.96,1.0902,1.0322,0.8957,1.0699,0.867,0.8008,0.9648,0.8852,0.9993,0.9916,0.927,1.0238,0.9135,1.0092
369,1.1957,0.8965,1.1354,1.0949,1.1211,1.024,1.4512,0.985,1.0402,1.0072,0.8457,1.0199,1.092,1.1008,0.8648,1.1852,0.9968,1.0166,0.977,0.9738,0.9885,1.0342
370,0.8957,1.3965,0.9854,0.9949,0.9211,0.974,0.9512,0.935,0.9402,0.9572,0.9457,0.9199,0.942,0.9008,1.0648,0.9852,1.0018,0.9666,1.077,1.0738,0.9385,0.9842
371,0.9707,0.7715,0.8729,0.9699,0.9711,0.9865,1.3262,0.9975,1.0152,1.0447,0.8207,0.9449,1.1295,0.8508,1.0148,0.9352,1.0006,0.9541,0.952,0.9488,0.951,0.9717
372,1.2707,1.2715,1.0229,1.0699,1.1711,1.0365,0.8262,0.9475,0.9152,0.9947,0.9207,1.0449,0.9795,1.0508,0.8148,1.1352,0.9956,1.0041,1.052,1.0488,0.901,1.0217
